NAME,TITLE,RATING,REVIEW
shailesh,"
Magnificent Product by Samsung.
",4,"

  I bought this product on 18/03/20.It has 32MP selfie camera which is best at this price range. 4K video by 64MP camera is amazing. Exynos 9611 is a very good processor and you can put limit(70%) on it by turning on power saving mode. You don't need to charge for two days because it has massive 6000mah battery. Samsung mobiles always come with it's premium Super AMOLED screen which has very nice color rendering capability. I always like Samsung products because Samsung has largest manufacturing facility in India.

"
surojit das,"
Good at 16k...You can go for it!!👍👍it's good
",5,"

  Good mobile at 15-16k.Good battery,Good soundRear Camera good but not like 64 mpFront camera good but not seems like 32 mp.Heavy in weight as battery is hugeDisplay is goodPortrait mode of camera is goodBattery backup is greatOverall  good.....

"
Debabrata Priyadarshi,"
Great phone at Great Price
",1,"

  Great phone in all aspects at a pocket friendly price point. i was using several expensive brands earlier and i needed another phone for some generic use at home. i was looking for a good balance of quality, brand, performance and a decent price point. this samsung galaxy M31 fits that bill perfectly. i have been using this for several months now and i am extremely happy with it's performance. speed and responsiveness are great. camera quality is comparable to several expensive phones that i have at home. finger print sensor is a great relief and makes it highly usable. display quality, like all samsung devices is really superior. light weight on the pocket both in terms of it's real weight and also from the price perspective :-) Strongly recommend to budget conscious folks..

"
Manoj ,"
Best Buy
",5,"

  First of all , I would say the phone has extremely good battery life while using continuously (Gaming Netflix) it delivers upto 13-14 hrs backupFingerprint reader is very fast, phone gets unlocked with just a touchCamera quality is also very good in daylight and in low light it is satisfactoryI didn't face any lag while playing PUB-G , the phone did a great job. I also loved the Super amoled display, it delivers a very good quality viewing experience.Overall the phone is doing a great Job, I didn't face any problems as of now loved it :)

"
Prasad V.,"
M31 8GB
",4,"

  Dont get fooled by 8GB ram, it's the processor that matters. a 4GB phone with the right processor will do just fine. Had used samsung J7 pro and Note8 earlier, these were finer phones but again were a lot costlier. Camera is okay, battery is great although it takes lot of your time for charging, so full charge can happen only in the morning after you put it to charge the night before you sleep.  Do get a cover when you buy one as it is quite slippery to handle. Blue looks great, Plastic body though feels cheap. I got a 8GB ram M31 using it for about a month now, I feel 4/6 GB ram would have served the purpose just fine. Get 8GB only if you are into serious mobile gaming otherwise it doesn't make sense.

"
Gagan,"
Samsung M31 from vision impaired accessibility perspective
",5,"

  with plenty of very good and expert reviews available for Samsung M31 for its deserving features and quality, I would like to share my experience as a user with vision impairment using screen-reader and Text-to-speech:1. Samsung mM31 features Samsung's own built-in screen reader 'voice assistant', hence Android Accessibility Suite doesn't come built-in. One needs to download it from playstore if the need be.2. Samsung's 'Voice Assistant' is an efficient screen-reader in itself, but those used to Talkback will find it less suitable in terms of gestures and other features.3. The camera is surprisingly accessible with the screen-reader telling you if face(s) get focused. I could click not-so-bad pictures as a totally blind person!4. Samsung's UI and in-built applications offer smooth and faster navigation while using screen-reader. Most of the buttons in Samsung's apps are labeled and hence accessible.5. Attending calls is most convenient with the volume-up button doing the job. Live caption is also another fantastic feature that will be useful for the hearing impaired people.6. There could have been an option to wake the Google Assistant using power button since 'Okay Google' comment is not all that convenient in travel and noisy places.Overall, Samsung M31 is a very good choice in this budget for the visually impaired / blind users too.

"
Amazon Customer,"
Issue
",5,"

  This phone is good but the problem is that it heats during charging..... and everything is ok

"
Dr. K. Muruganandan,"
Awesome phone
",4,"

  Review after 4 months of regular usage. The product is really awesome.Pros:Awesome display. Best in its class. Color quality really awesome with good brightness.Awesome battery. Easily lasts for 2 days.Awesome camera. The images captured are having enhanced colors that are very attractive. Better result in low light compared to my other 22k phone. Memory management, even high resolution images are of ambient size. Front camera result is really awesome.Processor. Its good and I did not find any lag since I bought the phone.Weight management and balanced body.Conc.Notch display and back mounted fingerprint scanner. Other phones come with punch hole display and in-screen or side mounted scanner. But the price is higher and also in many display is ips lcd and not super amoled. So its the preference by which you should decide.

"
Rohit Kr.,"
Good Camera Phone under 20000
",5,"

  It's a nice phone with good battery life, Camera is amazing-especially when coming from MI note 7 Pro or even GALAXY M30 S. Since I have switched from MI to Samsung, UI is not as convenient or familiar than my previous phone.I do not see a lot of properties when trying to restrict no of users for my hot-spot, either I can completly hide it or change password every time I do not want anyone to connect to my hot-spot (previously connected to my phone hotspot).Rest the phone is nice, it's is not 6.5 I personally like bigger phones but that is repayed by the amazing camera quality.No heating issues as of now. It takes quite some time to charge but battery backup is nice and usually goes through the day with heavy usage (WiFi, Gaming, Netflix and all).Go for it if you want to switch to Samsung its is even better than SAMSUNG A51. So please compare.

"
Nikunj,"
One of the Best smart phone in 2020.
",5,"

  I have ordered this mobile on 20/07/2020 and got delivery on time i.e. 24/07/2020. I have chosen M31, 8 Gb RAM version. Earlier I have used Motorola mobiles (which are good and rugged one) and this is my first Samsung mobile and I think I have made a good decision. Rest time will tell in long term use but first impression is great.So list of Positive points:1. Battery is very of good rating 6000 mAh. i do cycle rides using strava which uses GPS continually and to my surprise after using strava app for nearly 5 and half hour which include clicking photos dropped battery level from 100 % to 75% only. Which I think is very genuine.2. Processor is fast and efficient with almost no lag.3. Camera is definitely a plus point of this mobile. It will not disappoint you.4. RAM size is good as per today’s usage and I have opted for 8 Gb RAM so that in future after updates no issue arises. Other wise 6 Gb is also fine if you are going out of budget. (Here I want to mention that I am not a mobile gamer)5. Super amoled screen by Samsung is just awesome.6. User interface is very good with many good options and it will enhance core android experience. You can uninstall or hide default apps that you do not like on your mobile.7. Internal Memory is enough i.e. 128 Gb over that you get a dedicated micro SD card slot so that is impressive.8. Finger print sensor works very fast and efficiently.Now coming to negative points from my point of view1. Volume of loud speaker is bit less. If finger or something else comes over speaker it reduces volume drastically.One neutral point is that it comes with a battery charger of 15 watts only which is bit low for 6000 mAh battery but at same time very fast charging is not good for life of battery. May be Samsung engineers did what is best for their product.Final words ""It’s a good mid range mobile by Samsung with impressive performance”

"
shailesh,"
Phone is good but charger quality is bad, internet is slow and lags a lot in this phone.
",4,"

  Phone is good. Little heavier for Samsung S series user.  Overall worth the money. But dissapointed with the charger they send with the phone. It started peeling second day itself. The black plastic coating is coming out exposing the wire inside. Didn't expect this.Update:After using it for almost 1 month , I found that internet world slow in this model. It's lags a lot.

"
surojit das,"
Batter Heat issue on the first day
",5,"

  On the first day, while installing Apps and syncing all other things. The phone was heated up like anything (charging 46%) . Later once i kept full charging(100%) and starting using it is normal. No issue as of now and hope the same in the future.I want to know all other people who purchased this product has faced the same issue?Overall camera quality(front and back) is good. And all the features are compatiable.

"
Sunita,"
My best phone purchase until now - Samsung Galaxy M31
",1,"

  I am happy with my purchase of Samsung Galaxy M31. After 2 weeks of using this phone here's my review:I found this phone is excellent for all round usage. I am purchased Galaxy M31 6 Gb/64 GB space black.Camera 9/10: Cam quality is very good I would say. When I try to capture low lighting images comes out good but could be have been better. I liked cam features like slo mo and super slo mo using this for first time. 64Mp and 32 Mp back and front camera gives the phone a complete touch the quality of pics is excellent!Looks 10/10: I loved the looks of the phone. Though the back of phone is not pleasing enough but I am okay with it since I am using a coverBattery 10/10: it's mega battery indeed. 6000 mah capacity is enough for normal browsing and YouTube vids view for 1 and half day. For gaming 1 day may be.Display 10/10: i am using amoled screen after long time. View is brilliant compared to others.Speed and performance 10/10: I am not a gaming freak so for my usage this phone perfectly fits in. I didn't find any lag until now.Software 10/10: one UI core is very good indeed. Android 10 comes out of the box.Overall I am fully satisfied with this purchase.Thanks Amazon for this deal I got this phone for 13450 with exchange offer!

"
Hemanth Kumar,"
A good phone at the price
",4,"

  The Samsung Galaxy M31 is a good phone with lots of features for the pro. You can actually set your phone the way you want it to be. I have heard a lot  of negative comments about the camera but I found it a delight. A little concerned about the battery though it boats of 6000mAH but really doesn't last beyond a day and a half considering the least number of apps that I installed over the existing (not much) bloatware. The phone is really good in terms  of speed. I purchased the 8GB RAM + 128B internal memory version which is the best (at the time of my purchase). The screen resolution is good and display is much clear. Great features like dual volte and wifi calling. Altogether a good phone and also non-chinese. My mobile charger stopped working in the 2nd month.

"
Jinu,"
Best phone real flagship killer
",4,"

  Best phone in cool price. You get top mobile brand Samsung’s phone in this price which is amazing. People just see configuration of Chinese brands but they don’t see software and security features needed in phone. Samsung’s one Ui is best UI experience with trust of Samsung. Phone’s working  is super smooth, amazingly light even though it has 6000 mah battery and camera quality is top class. I preferred it over iPhone SE as this has better look new design.

"
Harshadkarkera,"
Just awesome.
",5,"

  Fantastic phone in this price range. Overall its a very good smartphone. The sAMOLED screen is very sharp and clear. Fingerprint sensor is very fast. Even face unlock works great even in low light. 6000 mah batery stands true to its word. I play pubg without any lag in hd quality and high frame rate. I am a medium user of phone and watches many videos . Still the battery lasts more than 1.5 days. The phone gives a very premium feel. The camera quality is just awesome. One cannot expect any better quality in this price range. I am delighted to be the user of this phone and recommend it to everyone. This phone is just mind blowing.

"
Alpesh,"
More than value for money.
",4,"

  I was a Samsung C9pro user for past 3 years , the migration to M31 was pretty easy with smart switch, other than few credit card apps none of the  other apps recognise the move, face unlock it works and it doesn't, phone battery stays for one and half day with dual SIM,  figner print scanner improved a lot, camera is also better with correct light, phone casting to TV is not crashing , however  photo quality when we view on a 4k TV is not great, android auto also much stable, Bluetooth connectivity with both smart watch and car works seamlessly.

"
Sourav,"
Segment leader phone under 18k
",5,"

  Great value for money phone as a primary as well as secondary phone.1. Great battery life as charge once and forget it for next 2-3 days depending on use.2. Camera is also very good in day light but stuggle in night but overall good from price point of view.3.Display is crisp with good visibility in direct sunlight and the best value phone under 18k.4. Fingerprint reader is accurate and fast to open phone and secure as well.Far better then Chinese phone.

"
Rajesh K.,"
Samsung galaxy M31 is value for money.
",5,"

  After using M31 for more than 2 months, I can come to a conclusion that Samsung is providing more value than the cost of this phone.The best quality of this phone is 64 MP camera in both day and night situation, you can see the photos for the reference.The second best quality is 6000 mAh battery life which lasts for the whole day even after heavy usage.I have no regrets to switch to Samsung galaxy M31, it has given the best results.Thank you 😊

"
Nitin Singh,"
What a phone only pubg is......
",4,"

  I am a iphone x user I purchase this phone as secondary phone for the doing unnecessary activity to save my iPhone x battery and phone life But after 4 day i sell the phone because of pubg performance as i am addicted to play in iPhone x smooth display but if u have already a android below 10 k then this phone is best for you1- call quality earpiece  10/102- speaker quality 10/103- Display quality 10/10 no issue4- battery omg i used whats app and Facebook 3 days in one charge 10/105- pubg performance is good but graphics is not good like the gun and Bullet the buildings look like a cartoon as compared to a flagship phone6- no ram issue app opening speed is very fast never hang or lacks 10/107- charging speed is good 10/10 only wire is too small8- camera is good front camera is also good 10/7All other things are perfect and also it get heat just match starts in pubg other then pubg it is a perfect phone the call voice is so much loud and clear

"
shailesh,"
Battery isn't as good as it's capacity
",4,"

  1. Camera Quality is good but come up with a problem it will give error in Bust shot about low light even though room light is sufficient.2. Phone heat up too easily in 15 mins video call.3. Battery life is not good...Drain out so early I don't use phone much but still. I would say Samsung didn't keep the promise of best performance in 6000mah battery.If all these issues can be addressed through Software upgrades then it will be a better phone.

"
surojit das,"
Hangs all the time
",5,"

  This phone keep hangingIt's been two months I've started using it and it has given a lot of trouble.Everytime I open multiple apps, it restarts.Not done SamsungNot expected

"
Amit Pant,"
Seems good
",1,"

  The look of the phone is amazing! Its sleek and looks prettier than a lot of more expensive phones.. however the face unlock is not sensitive, it doesn’t unlock if youre wearing glasses at all! The battery seems good enough but i haven’t used it for very long so can’t really say. What I’m most disappointed with is that it doesnt come with headphones!!

"
Yogesh,"
Best phone under 20k
",4,"

  Camera is awesome, you just need to know how to use it in the best way.Fingerprint, face unlock are pretty fast.Battery lasts for 1.5 days for person like me who listens to music, plays games but less often, talks over skype and click photos every now and then.I love this phone and I appreciate myself for choosing it over realme 6 and other such Chinese phones.Good job Samsung 💯🤟

"
Amazon Customer,"
some ""not so good"" points (bluetooth interference, wifi connection, battery?)
",4,"

  As visible from the other reviews, it is a good phone, I just wanted to concentrate on some ""not so good"" points for users for whom these might be of particular relevance:- if you turn on the router-wifi (hotspot) forget about using the bluetooth connection, the sound comes and goes- if the wifi signal is weak i get the info ""Ready to connect when network quality improves"" in the same location where i could still use the wifi, even if very weakly, with my previous phone.- I was expecting more from the battery, it does not last for two full days.Otherwise I am very happy.

"
Andydguru,"
Best product at best price point
",4,"

  Excellent product by Samsung at this price point. Worth every penny you spend. 64mp camera is awesome, it really takes some stunning photos. SAmoled screen is crisp and clear. Battery performance for moderate usage for someone like me can work 2days.I am using Redmi note 7 pro from last 1 year, but this is certainly best in terms of performance as compared to Mi phones.Finger print reader is also fast. The SAR value of this phone is also very low (0.3) as compared to other high value phones. Without any doubts this is the best budget phone right now in the market.

"
Claudia ,"
A very good phone at this price point
",5,"

  Excellent phone with all the necessary specs for a fantastic deal. I bought this at 14999. At that price I needed 4 things:a) Good processing power and RAMb) Sufficient internal memory & expansionc) Good batteryd) Good cameraI'm very happy with the first 2. I have a 128GB card which houses all my data and hence,64GB was more than enough for me. Battery doesn't feel like a 6000mAh. My charge runs down to 30% by the end of the day. But this might be because of extensive initial setup. This is why I'd give it less than 5 stars. Another problem is the call-speaker volume is not great.The camera is mostly good and sufficient for candid photography. The sensor is what matters and it is good enough for this price point.Some of the built-in features are good.In short, I'm happy with my purchase.

"
Prashan G.,"
Read my review
",4,"

  1.Battery is good.Keep it in mind as samsung deals with superamoled screen so battery consumption will be more compared to other mobile.so dont compare this battery with other ordinary HD FHD screens.2.Display gives iphone handling feeling .One word enough.3.Camera day light pics are very decent.but lowlight performance not great.4.Speaker Sound Quality is awesome.Very sweet music you will hear which is far better than many China mobiles which give irritation or pain to ears for longtime listen.But this speaker sound very very sweet .cool bass and very detailed audio and gives very rich quality audio experience5.you will be happy with this mobile.But dont go with negative reviews bcz allof their problems are either lack of knowledge of how to optimize certain functionality or over expectations.

"
Anand Krishnaswamy,"
8GB RAM Phone got at Best Price
",5,"

  Previously, I was using Samsung A6+ which accidentally got broken so needed one phone too as I can't get it to repair as it was during the lockdown. So, I was looking to buy this phone looking at its features, and after hearing that it will even be available in 8gb RAM and also its price. But, when I checked this phone on Amazon and Samsung website firstly it was not on stock. So, then I waited for a few days to get it. Later on, as soon as it was on stock I purchased it, and also it was my first experience to purchase a smartphone online. I received it on time and it's just a perfect phone as per my usage. I would also prefer it to everyone who wants a smartphone with good storage capacity, battery, camera, and performance then it is definitely the one.Thank you Amazon for timely and undamaged delivery and also for making it available during lockdown too.

"
nag,"
One of my best Samsung....
",4,"

  I had previously used Note 5, S8, and Note 9 before switching to M31. Foremost reason was massive battery life, which has proved right.Forget daily charging. Even with heavy use, phone will be on for more than 2 days without any charging.Rest are too perfect... camera for daily use, looks, balance, screen vividness...Finally do not go for Vivo or Xiomi or Realme etc. Buy this phone and never regret.

"
shailesh,"
Could have been better
",4,"

  What I like about the phone is that the touch is smooth, the back camera is good but i honestly expected better considering that is its usp. The 2nd day of using the phone my instagram stopped working and was force closing every single time and the whole phone would freeze and not work for 30secs. The battery life is surprisingly not good. It takes a long time to charge since its 6000 mah battery but drains completely in a day. The face unlock is not that fast. The camera is noisy at night and the wide angle sides gets distorted. Even the front camera is not that good at low light. Also absolutely hate that Samsung has so many pre installed app which cluster the phone and is of absolute no use.Overall an okay phone, for me i expected better at 17k.

"
surojit das,"
Feature Packed Samsung
",5,"

  Unboxing Video: https://youtu.be/ptSxj8vtnKMPros:1. Excellent battery life, you can go 1.5days in one charge.2. Amoled Display is very good, you can't get this feeling on another brand phone as Samsung Super Amoled is best in class.3. 6GB RAM is more than enough.4. Samsung OneUI has a ton of good features, it is one of best UI out there.5. Speaker is good and clear but not much loud.6. Main camera is beast because of very good post processing, Night mode impressive,Ultrawide pictures are not sharp as resolution is only 8MP. Portrait mode is also very good. Macro lens is not much useful.7. Dolby atmos support through audio jack.8. No 60fps option in videoCons:1. Plastic body feels cheap2. No knox security and secure folder3. Exynos 9611 performance is good for basic usage but for heavy usage a big No!! Due to not much powerful processor after some time performance will degrade.4. No pro mode in camera5. 15W Charging is slow for 6000mah batteryAccording to me it is good phone from Samsung at this rate for people who are not in heavy gaming and other heavy task.

"
Sk Abul hossain,"
Bang for the buck
",1,"

  This one is the best when I bought this in the sub-20k price range.Maybe the newly launched M31s is the only that can best it.Spec wise even better than A series which is the next grade of Samsung.Good screen, good camera, good battery life. Multiple unlock options with face and fingerprint. Latest Android version. What more can you ask.

"
Gadget Vultures,"
Good phone with impressive camera and battery, alongwith some issues
",4,"

  Pointwise Review after 15 day usage:Buid quality: Basic build quality with plastic uni-body, not that impressive but not that bad. Looks just fine. Back panel attracts lots of finger impressions.Screen: must be the best displays that samsung is providing in M series within this price range or comparable to even flagships.Rear camera: it has 4 rear camera sensors, here is what i felt about these:-Main 64MP sensor: probably the best in this price range, performs phenomenonal in day light conditions. However, in low light conditions you start to feel that it's a lower mid rnge phone, though all phone in this price segment struggle in low light conditions.Macro sensor: it fine, not bad. However, i had more expections with it.Wide angle sensor: pathetic qualityDepth sensor: must be the worst, very poor edge detection.Front camera: inclined towards good camera category, it can be improved.Processor: no problem in normal usage, but not recommended for those who want to play heavy games on it.Ram management: initially more than 3gb memory was always in use without software or even sim. But after tweeking the optimization settings and removing bloatware, it performing better. No complaintMemory: it's fast, no complaintBattery: it's really a monster. With normal usage of calling, camera, messaging you can easily get 2 days of battery life. It can be easily extended to even 4 days if you use very less.Charging: Though samsung claims fast charging, it's not. 15W charger doesnt seems to be really providing 15W power. Theoretically, it should charge 6000mAh battery in 2 hours, but it takes 3-3.5 hours for full charging. Not that impressive.Speaker output: it's fine, not that laud but not that low.Sound quality in earphones: Good quality output, no complaintFingerprint and face unlock: no complaintCons:1. Slow charging speed2. Very poor wide angle camera3. Poor edge detection in depth camera sensor4. One serious problem that others also faced: randomly 2 times it got rebooted itself and stuck on boot screen for 20 minutes. I have to see if it persists.Edit: after july OTA update battery performance reduced significantly.Edit: after 1.5month of usage; working fine. Rebooting problem didnt happen again after OTA update. Battery performance was better before the update. However, still it's not bad. One need to tweek app settings to optimise the juice suckling of the apps.

"
arijeet,"
Camera beast |
",4,"

  Awesome device. The One ui is filled with lot of features .The camera and battery 6k mah is best.Camera quality is sharp with better detailing,good dynamic range.Must buy it.Selfie camera Sensor sony (imx616) is great.The 5mp macro shots are better.Built quality is better than m30s.The camera is far far better than any other brand phone in this price.But the back side can be easily  scratched so its better to use a case or vinyl.Battery lasts approx  2 days without using internet. Battery lasts 10hour 30 minutes of continuousgaming, video playback, etc...Camera: 10/10Battery: 10/10Built quality: 9/10User interface:10/10Display:10/10Gaming: 9/10 ( medium level gaming. Better gaming experience in PUBG with medium graphic settings)Pros:-FHD+ sAMOLED display-Accurate GPS-Large 64mp samsung gw1 sensor- 32 MP Sony imx616  sensor- 6000mah batteryCons:- 15W charger takes long time to charge_  Glossy polycarbonate body get  scratched easily.

"
Harsh Suyal,"
A gift for us from Samsung ❤
",5,"

  I don't know where to start speaking about this amazing phone and its amazing features.Samsung has truly given us a gift with the M31 model.The monster battery of 6000 MaH is definitely the higight, but apart from the amazing battery we need to take out time to appreciate how beautifully Samsung has balanced the weight of this huge battery in this handy phone without it being bulky. It is truly crazy!I have been using this phone for a little over a week now, and I am just in love with everything it has to offer.The camera quality is just amazing, people just need to make sure that they set the default output of the pics at 64 Mp as the phone naturally clicks pics at 16 Mp mode to save space.I love that my phone is add free (which is such a relief!) And all the other features are just so fun to use!This phone is seriously a SNATCH at the price Samsung has introduced it. The best of features at such a great deal.Just go for it without a blink if you are looking for a phone under 20000.This is truly a treat to use. You wont regret it.

"
Vinod,"
Master in DISPLAY,BATTERY etc.  but Camera is disappointing
",4,"

  Good packaging,delivery services etc. in midst of pandemic by Amazon.Coming to the phone,PROS n CONSPROS---1. Ultra smooth liquid like AMOLED display(its gr8)2. Premium finish though its plastic.3. Battery KING(stays for 3 days straight with avg use)4. Swift unlocking with biometrics.5. Light weighted .CONS--1. Worst feature- Camera(though its says 64 mp,its looking like 16mp with very less details)2. Performance(Gaming) not upto the range but adjustable.OVERALL,A GOOD BUDGET PHONE FOR 16K RANGE.(Best for watching movies,multitasking and heavy use)

"
Harnoor D.,"
Best mid range Smartphone
",5,"

  Best mid range smartphone with a brand namePros:Quad camera setup with 64 MP as primary lensOne UI is lit!A massive battery 6000 Mah which lasts more than 1 and half dayBest display in this range compare to other brandExons series 9 processor truly a beastFingerprint and face lock response time is very fastCons:A bit slippery.Night mode is just okaySound is little low but samsung might fix this issue with next software updateIf you are looking for midrange phone just go for it without any second thought, honestly I used many other mid range phone but experience with this phone is very smooth and great.Attaching some shots on 64 MP camera config.

"
Veena M.,"
M31 good for a 17k budget phone for long run
",5,"

  Pros-Battery life (it lasts for 1.5- 2 days approx for me  with social networking apps and video streaming 2-3hrs viewing)- Crisp display to watch HD videos- Fingerprint sensor response is faster after unlock button is pressed than direct fingerprint unlocking.Cons- Backbody gets dirty easily and has sticky feeling when palms are sweaty.- Night time camera both front and back is full.- Speaker Sound is good but Bass sound is not clear-Camera cuts the side when a document is captured. Sides will be cut than what is shown on screen while capturingSeeing price range I would suggest it is a good buy. But if you have some additional budget go for M31s as body looks more premium than M31.

"
pranay maloo,"
Won my heart 💟💗💓💞💕
",5,"

  I was using a Nokia phone from last 1 year however it started giving me charging problems so I decided to get a new phone but lockdown was going on in the country and everyone was boycotting Chinese products so I was really in a delima on which phone to pick up on, did a lot of searches on web to find which one I should for I don't know why after reading everything about other phones in my mind I had a trust building for this Samsung M31, my friends were giving me suggestions about other phones but I ordered this phone because of its massive battery and smooth in using every feature. I hope my trust remains as it is. I have promoted this phone in my friends and we all have same phones with different colors.  This phone has win my heart..

"
shailesh,"
Buy it without a second thought
",4,"

  Samsung galaxy M31 phone is the best phone you can purchase with same amount you can't fine a full package like this in any other phone with same price range . The fingerprint reader is very quick and easy to start same goes with face scanner that is also very quick which I liked very much. And now if we talk about battery life that is also very high it will definitely change your charging habits and what can I say about camera quality it is fantastic .

"
surojit das,"
Must Buy Value for Money
",5,"

  Awesome camera, Review is not really nessessary to Samsung camera, from galaxy grand till now they never let you complain about camera, shared wide angle and micro camera quality, And I'm really not good in photography.When its come to battery i cannot complain I'm really a smartphone addict and never put my phone down. And till the time i have it on my hand it never run out of battery, i put this to charge when i go to sleep. Fast charging really works awesome if you forget to charge it and wanted to have some battery before leaving the home.Fingerprint is multifunctional and work very smoothly. There are other features in phone which really works awesome.Device care is awesome app so you do not need those third party advertisers cum cleaner.5 🌟 on everything. Nothing got to be complain as of now.

"
Prachi Saxena,"
Very nice mobile but few minor flaws
",1,"

  My father has been using this mobile since last 2 month and did not face any problem. I bought it yesterday in black colour and it feels so great to have this mobile. However, while setting up I faced 2 issues and 1 from a friend1- playstore was not updating or installing g new application2- YouTube was getting crashed.3- A friend of mine who bought this a month back told me that Vodafone and bsnl signals are very weak in this mobileI fixed the above two issues after watching youtube issues and seems it is very common problem with M31 and can be fixed within 5 minutes. The one my friend faced has no solution as I had the same issue with my airtel number when I had moto g5s plus.Overall I give this mobile 4 out of 5. Please go for it but make sure your internet provider is compatible with m31

"
amit kumar,"
Smooth ,elegant, and good to have it in hands in some sense.
",5,"

  64mp camera is not that good. Its image orocessing for 64mp is bad. It is like drawed picture more or less when you zoom more. Its colours are not that real and it doesnt feel that good to take 64mp photo. Its battery is good but at the first charge it took ages for me to get 100 percent. But after that it got quicker i.e it got to its original speed of charge. Software and its ui looks premium and good. There is a little lag while you fast open recent apps ( You can see it rarely, but for some apps u see it for sure). But overall its good. You will see some features which are that useful to you but when you see it will feel good. I think samsung does it because it wants yo make us feel luxury( but luxury in the sense not that useful but it is there) and honestly it feels good to have it. You will feel it good, simple, elegant to have it in your hand.

"
sudip mishra,"
9/10 for Features + Brand, Highly Recommended at this price range
",5,"

  *** What i liked in this device:-+ Large Display of 6.44 Inch which is Super AMOLED FHD+ Infinity U Displa+ Camera (64MP f/1.8 Samsung GW1 Sensor, 8MP Ultra Wide-Angle Lens, 5MP Depth Sensor & 5MP Macro Sensor)+ 6000 mAh Massive Battery+ Massive storage with decent LPDDR4x RAM (6GB Ram / 128GB)+ Expandable Storage via Micro SD Card Upto 512GB.+ OneUI 2.0+ Fast fingerprint sensor and face unlock*** What i disliked:-- Charging Speed, huge 6000mAh battery the 15W fast charging feels too slow.- Earphones were a great deal to get inside the box { missing the time when it was included with samsung phones }*** Additional:-* Camera quality is great both with pictures as well as videos but could be bit more better.* No lags so far even with a very heavy use* Battery remains even after whole day of heavy use

"
Abhijeeth,"
Value for money
",4,"

  Value for money at 16.5K for the 6gb/64gb model. Fast charging,  battery back up good. A transparent flexible silicone cover makes the phone handling very easy, without any fear of scratch on the camera glass cover. Nothing to say much about the software as all great so far, same experience I had with M30s as well. Overall very good product at this price.

"
Mahaveer Lomrod,"
Power pack mobile with super cool features
",4,"

  Everything has it's cost and accordingly you will get the benefits. Same comes with mobile as well. After uses of more than 5 months i am writing this review.Benefits:-1.You will have an awesome call clarity over speaker,headphones, bluetooth or over the ear.2.if you are music lover it has multiple play options along with Digital dolby which really make feels of sound ocean(i am using sony MDRzx220BT)3.Screen resolution is awesome and reading mode is perfect. SAmoled gives you feel of touch.4.Battery life is as expected. With continuous music listing and net surfing it will last a day.normal uses 2 days around. It's really monster.5. Camera is really awesome and in night mode it's clarity you can see. Super se upper. Wide angel feature is cool and you can cover larger areaYou may get upset when:-1. During phone update you may fill mobile is getting heated.2. S/R ratio is low which is good for your health but if network strength is low you may get call drop.3. Front camera is little lagging but through settings you can take perfect selfy.4. Till date did not face any other issue.If found will upadte here again.Please like this review if you find helpful else you can dislike as well.

"
Biswajit Panjal,"
Excellent in all , but difficult to take screenshots
",5,"

  Taking a screen shot is difficult in this. We need to press the volume button and on/off button to take a screenshot. And the speaker was not good.Rest all like battery life, camera quality, display are all excellent.Battery life is very very awesome.  I can use my phone for almost 24 hours with 70% battery and still can use for the next 2 days.Display was like seeing a dream. Very clear.Camera the one which I really really liked the most. Very good at  vedios,  photos in night are truly awesome,  it has more options.

"
Rudra Pratap,"
3.5/5
",5,"

  I used it at full capacity during lockdown because i got it on 19th march.No worries about battery.Camera is not as per expectation and its obevious because samsung censor is not matching anywhere with sony sensors.Its been 5 month and it doesn't hang for even 5 seconds. Thats the best part in which samsung improve in mid range phone.Overall performe during games like Pubg, COD is good.So 3.5/5 should fine.

"
Srivalli N.,"
Best Mid Range Smartphone ever by Samsung
",5,"

  This phone has mainly 3 main objective:Monster battery, camera and display.I will give review in details about this phone.Battery: with approximately 2hrs of gaming time and 7hrs of screen time battery life took almost 30-33hrs to come from 100% to 5-15%. As well as it took almost 4-4.5 hrs to fully charge from 5% to 100%.Camera Quality: I have attached few picture samples from ultra wide angle to macro to 64MP shot to 32MP selfie shot. The camera Quality is excellent but if Samsung could add the single take feature by some software update, this phone could be unbeatable at this price segment.Fingerprint reader: it's very responsive and took micro second to respond. It's face unlock feature is also great responsive.Processor: exynos processor is good but can't handle heavy game, expecting Snapdragon chipset later in this range as well as I really want ardeno GPU than this Mali, but due to having 6gb ram and 128gb storage phone didn't lag at all but I personally need the change in GPU at least.Speaker volume is average. Best advantage is having 3.5mm headphone jack port.Having 3 in 1 slot i.e. 2 nano SIM and 1 dedicated micro SD card slot.Back panel is very fingerprint catcher, but using a case can solve this issue.And that's all from my review, feel free to rate my review high and can ask me any queries related to this smartphone.

"
shailesh,"
It worth the price
",4,"

  I really like the camera. The battery life was very good .It took me around 2 days to completely discharge the battery.The amoled screen was like cherry on the top of cake .They only complain I have is there is a minor lag in viewing the picture after taking a snap .It takes a pause of 2-3 sec which was bit unusual for me because  the phone performance was very good and  It is very fast . The other thing is there is no stabilization in macro mode and the night mode is pretty good  (it's  not very good ).Ignoring these minor defects  ...the phone is all in all very good .I'm satisfied  with it.The delivery by Amazon was fast and the phone was neatly  packed .

"
